order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,delivery_time,price,order_month,order_month_clean
e481f51cbdc54678b7cc49136f2d6af7,9ef432eb6251297304e76186b10a928d,delivered,02-10-2017 10:56:00,02-10-2017 11:07:00,04-10-2017 19:55:00,10-10-2017 21:25:00,18-10-2017,8,29.99,01-10-2017,2017-10
53cdb2fc8bc7dce0b6741e2150273451,b0830fb4747a6c6d20dea0b8c802d7ef,delivered,24-07-2018 20:41:00,26-07-2018 03:24:00,26-07-2018 14:31:00,07-08-2018 15:27:00,13-08-2018,13,118.7,01-07-2018,2018-07
47770eb9100c2d0c44946d9cf07ec65d,41ce2a54c0b03bf3443c3d931a367089,delivered,08-08-2018 08:38:00,08-08-2018 08:55:00,08-08-2018 13:50:00,17-08-2018 18:06:00,04-09-2018,9,159.9,01-08-2018,2018-08
949d5b44dbf5de918fe9c16f97b45f8a,f88197465ea7920adcdbec7375364d82,delivered,18-11-2017 19:28:00,18-11-2017 19:45:00,22-11-2017 13:39:00,02-12-2017 00:28:00,15-12-2017,13,45,01-11-2017,2017-11
ad21c59c0840e6cb83a9ceb5573f8159,8ab97904e6daea8866dbdbc4fb7aad2c,delivered,13-02-2018 21:18:00,13-02-2018 22:20:00,14-02-2018 19:46:00,16-02-2018 18:17:00,26-02-2018,2,19.9,01-02-2018,2018-02
a4591c265e18cb1dcee52889e2d8acc3,503740e9ca751ccdda7ba28e9ab8f608,delivered,09-07-2017 21:57:00,09-07-2017 22:10:00,11-07-2017 14:58:00,26-07-2017 10:57:00,01-08-2017,16,147.9,01-07-2017,2017-07
6514b8ad8028c9f2cc2374ded245783f,9bdf08b4b3b52b5526ff42d37d47f222,delivered,16-05-2017 13:10:00,16-05-2017 13:22:00,22-05-2017 10:07:00,26-05-2017 12:55:00,07-06-2017,9,59.99,01-05-2017,2017-05
76c6e866289321a7c93b82b54852dc33,f54a9f0e6b351c431402b8461ea51999,delivered,23-01-2017 18:29:00,25-01-2017 02:50:00,26-01-2017 14:16:00,02-02-2017 14:08:00,06-03-2017,9,19.9,01-01-2017,2017-01
e69bfb5eb88e0ed6a785585b27e16dbf,31ad1d1b63eb9962463f764d4e6e0c9d,delivered,29-07-2017 11:55:00,29-07-2017 12:05:00,10-08-2017 19:45:00,16-08-2017 17:14:00,23-08-2017,18,149.99,01-07-2017,2017-07
e6ce16cb79ec1d90b1da9085a6118aeb,494dded5b201313c64ed7f100595b95c,delivered,16-05-2017 19:41:00,16-05-2017 19:50:00,18-05-2017 11:40:00,29-05-2017 11:18:00,07-06-2017,12,198,01-05-2017,2017-05
34513ce0c4fab462a55830c0989c7edb,7711cf624183d843aafe81855097bc37,delivered,13-07-2017 19:58:00,13-07-2017 20:10:00,14-07-2017 18:43:00,19-07-2017 14:04:00,08-08-2017,5,98,01-07-2017,2017-07
82566a660a982b15fb86e904c8d32918,d3e3b74c766bc6214e0c830b17ee2341,delivered,07-06-2018 10:06:00,09-06-2018 03:13:00,11-06-2018 13:29:00,19-06-2018 12:05:00,18-07-2018,12,31.9,01-06-2018,2018-06
5ff96c15d0b717ac6ad1f3d77225a350,19402a48fe860416adf93348aba37740,delivered,25-07-2018 17:44:00,25-07-2018 17:55:00,26-07-2018 13:16:00,30-07-2018 15:52:00,08-08-2018,4,19.9,01-07-2018,2018-07
432aaf21d85167c2c86ec9448c4e42cc,3df704f53d3f1d4818840b34ec672a9f,delivered,01-03-2018 14:14:00,01-03-2018 15:10:00,02-03-2018 21:09:00,12-03-2018 23:36:00,21-03-2018,11,38.25,01-03-2018,2018-03
dcb36b511fcac050b97cd5c05de84dc3,3b6828a50ffe546942b7a473d70ac0fc,delivered,07-06-2018 19:03:00,12-06-2018 23:31:00,11-06-2018 14:54:00,21-06-2018 15:34:00,04-07-2018,13,132.4,01-06-2018,2018-06
403b97836b0c04a622354cf531062e5f,738b086814c6fcc74b8cc583f8516ee3,delivered,02-01-2018 19:00:00,02-01-2018 19:09:00,03-01-2018 18:19:00,20-01-2018 01:38:00,06-02-2018,17,1299,01-01-2018,2018-01
116f0b09343b49556bbad5f35bee0cdf,3187789bec990987628d7a9beb4dd6ac,delivered,26-12-2017 23:41:00,26-12-2017 23:50:00,28-12-2017 18:33:00,08-01-2018 22:36:00,29-01-2018,12,27.99,01-12-2017,2017-12
85ce859fd6dc634de8d2f1e290444043,059f7fc5719c7da6cbafe370971a8d70,delivered,21-11-2017 00:03:00,21-11-2017 00:14:00,23-11-2017 21:32:00,27-11-2017 18:28:00,11-12-2017,6,17.9,01-11-2017,2017-11
83018ec114eee8641c97e08f7b4e926f,7f8c8b9c2ae27bf3300f670c3d478be8,delivered,26-10-2017 15:54:00,26-10-2017 16:08:00,26-10-2017 21:46:00,08-11-2017 22:22:00,23-11-2017,13,76,01-10-2017,2017-10
203096f03d82e0dffbc41ebc2e2bcfb7,d2b091571da224a1b36412c18bc3bbfe,delivered,18-09-2017 14:31:00,19-09-2017 04:04:00,06-10-2017 17:50:00,09-10-2017 22:23:00,28-09-2017,21,109.9,01-09-2017,2017-09
f848643eec1d69395095eb3840d2051e,4fa1cd166fa598be6de80fa84eaade43,delivered,15-03-2018 08:52:00,15-03-2018 09:09:00,15-03-2018 19:52:00,19-03-2018 18:08:00,29-03-2018,4,79.99,01-03-2018,2018-03
2807d0e504d6d4894d41672727bc139f,72ae281627a6102d9b3718528b420f8a,delivered,03-02-2018 20:37:00,03-02-2018 20:50:00,05-02-2018 22:37:00,08-02-2018 16:13:00,21-02-2018,4,9.5,01-02-2018,2018-02
95266dbfb7e20354baba07964dac78d5,a166da34890074091a942054b36e4265,delivered,08-01-2018 07:55:00,08-01-2018 08:07:00,24-01-2018 23:16:00,26-01-2018 17:32:00,21-02-2018,18,129.99,01-01-2018,2018-01
f3e7c359154d965827355f39d6b1fdac,62b423aab58096ca514ba6aa06be2f98,delivered,09-08-2018 11:44:00,10-08-2018 03:24:00,10-08-2018 12:29:00,13-08-2018 18:24:00,17-08-2018,4,89.9,01-08-2018,2018-08
fbf9ac61453ac646ce8ad9783d7d0af6,3a874b4d4c4b6543206ff5d89287f0c3,delivered,20-02-2018 23:46:00,22-02-2018 02:30:00,26-02-2018 22:25:00,21-03-2018 22:03:00,12-03-2018,28,109.9,01-02-2018,2018-02
acce194856392f074dbf9dada14d8d82,7e20bf5ca92da68200643bda76c504c6,delivered,04-06-2018 00:00:00,05-06-2018 00:35:00,05-06-2018 13:24:00,16-06-2018 15:20:00,18-07-2018,12,130.4,01-06-2018,2018-06
dd78f560c270f1909639c11b925620ea,8b212b9525f9e74e85e37ed6df37693e,delivered,12-03-2018 01:50:00,12-03-2018 03:28:00,12-03-2018 21:06:00,21-03-2018 14:41:00,28-03-2018,9,47.9,01-03-2018,2018-03
91b2a010e1e45e6ba3d133fa997597be,cce89a605105b148387c52e286ac8335,delivered,02-05-2018 11:45:00,03-05-2018 12:55:00,10-05-2018 16:16:00,16-05-2018 20:56:00,23-05-2018,14,178.99,01-05-2018,2018-05
f70a0aff17df5a6cdd9a7196128bd354,456dc10730fbdba34615447ea195d643,delivered,10-08-2017 11:58:00,12-08-2017 02:45:00,17-08-2017 15:35:00,18-08-2017 14:28:00,23-08-2017,8,279,01-08-2017,2017-08
1790eea0b567cf50911c057cf20f90f9,52142aa69d8d0e1247ab0cada0f76023,delivered,16-04-2018 21:15:00,16-04-2018 22:10:00,18-04-2018 13:05:00,05-05-2018 12:28:00,15-05-2018,18,186.9,01-04-2018,2018-04
989225ba6d0ebd5873335f7e01de2ae7,816f8653d5361cbf94e58c33f2502a5c,delivered,12-12-2017 13:56:00,14-12-2017 13:54:00,16-12-2017 00:18:00,03-01-2018 18:03:00,08-01-2018,22,49,01-12-2017,2017-12
d887b52c6516beb39e8cd44a5f8b60f7,d9ef95f98d8da3b492bb8c0447910498,delivered,03-02-2018 12:38:00,03-02-2018 12:50:00,05-02-2018 21:26:00,22-02-2018 00:07:00,07-03-2018,18,84.9,01-02-2018,2018-02
b276e4f8c0fb86bd82fce576f21713e0,cf8ffeddf027932e51e4eae73b384059,delivered,29-07-2018 23:34:00,29-07-2018 23:45:00,30-07-2018 14:43:00,31-07-2018 22:48:00,06-08-2018,1,179,01-07-2018,2018-07
60550084e6b4c0cb89a87df1f3e5ebd9,f5458ddc3545711efa883dd7ae7c4497,delivered,21-02-2018 18:15:00,23-02-2018 02:10:00,27-02-2018 18:52:00,13-03-2018 23:58:00,29-03-2018,20,39.9,01-02-2018,2018-02
5acce57f8d9dfd55fa48e212a641a69d,295ae9b35379e077273387ff64354b6f,delivered,31-07-2017 21:37:00,02-08-2017 02:56:00,03-08-2017 18:32:00,08-08-2017 21:24:00,22-08-2017,7,27.9,01-07-2017,2017-07
434d158e96bdd6972ad6e6d73ddcfd22,2a1dfb647f32f4390e7b857c67458536,delivered,01-06-2018 12:23:00,05-06-2018 03:35:00,08-06-2018 11:49:00,18-06-2018 21:32:00,17-07-2018,17,445,01-06-2018,2018-06
7206b86ea789983f7a273ea7fa0bc2a8,3391c4bc11a817e7973e498b0b023158,delivered,26-03-2018 17:12:00,26-03-2018 17:28:00,28-03-2018 17:22:00,05-04-2018 22:11:00,12-04-2018,10,36.9,01-03-2018,2018-03
1e7aff52cdbb2451ace09d0f848c3699,ddaff536587109b89777e0353215e150,delivered,19-05-2017 18:53:00,19-05-2017 19:05:00,22-05-2017 10:16:00,31-05-2017 13:58:00,12-06-2017,11,119.99,01-05-2017,2017-05
948097deef559c742e7ce321e5e58919,8644be24d48806bc3a88fd59fb47ceb1,delivered,04-08-2017 17:10:00,04-08-2017 17:25:00,07-08-2017 17:52:00,12-08-2017 14:08:00,01-09-2017,7,69.9,01-08-2017,2017-08
d22e9fa5731b9e30e8b27afcdc2f8563,756fb9391752dad934e0fe3733378e57,delivered,04-08-2018 23:25:00,04-08-2018 23:35:00,06-08-2018 15:03:00,13-08-2018 23:34:00,13-09-2018,9,99,01-08-2018,2018-08
6ebaec694d7025e2ad4a05dba887c032,4f28355e5c17a4a42d3ce2439a1d4501,delivered,18-05-2017 13:55:00,18-05-2017 14:05:00,19-05-2017 12:01:00,29-05-2017 12:47:00,09-06-2017,10,139,01-05-2017,2017-05
d17dc4a904426827ca80f2ccb3a6be56,569cf68214806a39acc0f39344aea67f,delivered,14-05-2017 20:28:00,14-05-2017 20:42:00,16-05-2017 08:17:00,25-05-2017 09:14:00,12-06-2017,10,36.9,01-05-2017,2017-05
25f4376934e13d3508486352e11a5db0,12fd2740039676063a874b9567dfa651,delivered,17-05-2018 16:59:00,18-05-2018 01:17:00,18-05-2018 13:02:00,21-05-2018 15:22:00,25-05-2018,3,69.9,01-05-2018,2018-05
5820a1100976432c7968a52da59e9364,2b56e94c2f66f2d97cfa63356f69cee8,delivered,29-07-2018 11:24:00,29-07-2018 11:44:00,30-07-2018 13:47:00,02-08-2018 22:09:00,13-08-2018,4,33.9,01-07-2018,2018-07
2ce1ad82022c1ba30c2079502ac725aa,7f2178c5d771e17f507d3c1637339298,delivered,09-08-2017 20:19:00,11-08-2017 04:15:00,11-08-2017 17:52:00,16-08-2017 17:16:00,31-08-2017,6,115,01-08-2017,2017-08
138849fd84dff2fb4ca70a0a34c4aa1c,9b18f3fc296990b97854e351334a32f6,delivered,01-02-2018 14:02:00,03-02-2018 02:53:00,06-02-2018 19:13:00,14-02-2018 13:41:00,23-02-2018,12,39.47,01-02-2018,2018-02
47aa4816b27ba60ec948cd019cc1afc1,148348ff65384b4249b762579532e248,delivered,26-06-2018 13:42:00,27-06-2018 08:35:00,27-06-2018 13:20:00,03-07-2018 18:37:00,20-07-2018,7,53.44,01-06-2018,2018-06
9faeb9b2746b9d7526aef5acb08e2aa0,79183cd650e2bb0d475b0067d45946ac,delivered,26-07-2018 14:39:00,26-07-2018 14:55:00,27-07-2018 12:04:00,31-07-2018 22:26:00,16-08-2018,5,120,01-07-2018,2018-07
641fb0752bf5b5940c376b3a8bb9dc52,f5afca14dfa9dc64251cf2b45c54c363,delivered,15-12-2017 00:06:00,15-12-2017 00:14:00,19-12-2017 01:58:00,03-01-2018 15:09:00,16-01-2018,19,369,01-12-2017,2017-12
e425680f760cbc130be3e53a9773c584,f178c1827f67a8467b0385b7378d951a,delivered,31-08-2017 08:15:00,31-08-2017 08:30:00,31-08-2017 20:06:00,04-09-2017 20:59:00,20-09-2017,4,38.4,01-08-2017,2017-08
40c5e18f7d112b59b3e5113a59a905b3,67407057a7d5ee17d1cd09523f484d13,delivered,11-06-2018 10:25:00,11-06-2018 10:58:00,14-06-2018 13:03:00,19-06-2018 00:31:00,16-07-2018,7,119.9,01-06-2018,2018-06
734e7d1bbaeb2ff82521ca0fe6fb6f79,2932d241d1f31e6df6c701d52370ae02,delivered,11-06-2018 08:18:00,11-06-2018 08:31:00,11-06-2018 14:54:00,14-06-2018 21:32:00,05-07-2018,3,29.99,01-06-2018,2018-06
66e4624ae69e7dc89bd50222b59f581f,684fa6da5134b9e4dab731e00011712d,delivered,09-03-2018 14:50:00,09-03-2018 15:40:00,15-03-2018 00:31:00,03-04-2018 13:28:00,02-04-2018,24,45.98,01-03-2018,2018-03
a685d016c8a26f71a0bb67821070e398,911e4c37f5cafe1604fe6767034bf1ae,delivered,13-03-2017 18:14:00,13-03-2017 18:14:00,22-03-2017 14:03:00,06-04-2017 13:37:00,30-03-2017,23,84.9,01-03-2017,2017-03
2edfd6d1f0b4cd0db4bf37b1b224d855,241e78de29b3090cfa1b5d73a8130c72,delivered,13-06-2017 21:11:00,15-06-2017 03:05:00,16-06-2017 14:55:00,19-06-2017 18:51:00,06-07-2017,5,113,01-06-2017,2017-06
68873cf91053cd11e6b49a766db5af1a,4632eb5a8f175f6fe020520ae0c678f3,delivered,30-11-2017 22:02:00,02-12-2017 02:51:00,04-12-2017 22:07:00,05-12-2017 20:28:00,18-12-2017,4,79.9,01-11-2017,2017-11
f346ad4ee8f630e5e4ddaf862a34e6dd,dd5095632e3953fc0947b8ab5176b0be,delivered,05-08-2018 13:09:00,05-08-2018 13:24:00,06-08-2018 13:41:00,10-08-2018 18:35:00,15-08-2018,5,39.9,01-08-2018,2018-08
8f06cc6465925031568537b815f1198d,9916715c2ab6ee1710c9c32f0a534ad2,delivered,15-11-2017 11:31:00,15-11-2017 11:46:00,16-11-2017 22:03:00,22-11-2017 22:41:00,05-12-2017,7,299,01-11-2017,2017-11
ccbabeb0b02433bd0fcbac46e70339f2,c77ee2d8ba1614a4d489a44166894938,delivered,19-02-2018 20:31:00,21-02-2018 06:15:00,22-02-2018 21:04:00,09-03-2018 22:22:00,13-03-2018,18,27.9,01-02-2018,2018-02
688052146432ef8253587b930b01a06d,81e08b08e5ed4472008030d70327c71f,delivered,22-04-2018 08:48:00,24-04-2018 18:25:00,23-04-2018 19:19:00,24-04-2018 19:31:00,15-05-2018,2,318,01-04-2018,2018-04
f271576bed568e896f99eb710cd3a6f8,5dda11942d4f77bee3a46d71e442aec4,delivered,07-01-2018 21:44:00,07-01-2018 21:51:00,10-01-2018 21:56:00,17-01-2018 20:26:00,14-02-2018,9,659.8,01-01-2018,2018-01
686541986ecfb7d9296eb67719973bf0,74805bc388861fa350ed2fade8444e0b,delivered,10-02-2018 13:26:00,10-02-2018 13:35:00,14-02-2018 20:47:00,20-02-2018 22:13:00,12-03-2018,10,24.89,01-02-2018,2018-02
68e48e68da1f50f7c5838ea75e3a20dd,4afc1dcca5fe8926fc97d60a4497f8ab,delivered,18-06-2018 16:02:00,18-06-2018 17:00:00,19-06-2018 15:55:00,22-06-2018 21:18:00,13-07-2018,4,339.6,01-06-2018,2018-06
